               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  71,            0.023297,            0.010276,                   0,             0.97347,             0.95518,             0.97024,             0.63182,            0.020298,             0.01194,                   0,           0.0091337,           0.0091337,           0.0091337
                  72,            0.024596,            0.010394,                   0,             0.97586,             0.96754,             0.97652,              0.6553,            0.019536,            0.011617,                   0,           0.0091214,           0.0091214,           0.0091214
                  73,            0.025922,            0.010499,                   0,             0.98011,             0.95981,             0.97666,              0.6497,            0.020079,            0.011667,                   0,            0.009109,            0.009109,            0.009109
                  74,            0.023621,            0.010197,                   0,              0.9774,             0.96445,              0.9768,             0.67612,             0.01933,            0.011505,                   0,           0.0090966,           0.0090966,           0.0090966
                  75,            0.023707,            0.010216,                   0,             0.98033,             0.96308,             0.98241,             0.66453,            0.019055,             0.01127,                   0,           0.0090843,           0.0090843,           0.0090843
                  76,             0.02304,            0.010206,                   0,             0.97738,             0.95363,             0.97267,             0.64249,            0.020157,            0.011494,                   0,           0.0090719,           0.0090719,           0.0090719
                  77,            0.022803,           0.0097468,                   0,             0.97562,             0.95863,             0.97321,              0.6634,            0.019726,            0.011248,                   0,           0.0090595,           0.0090595,           0.0090595
                  78,            0.024801,            0.009588,                   0,             0.98195,             0.96706,             0.98048,             0.64947,            0.020634,            0.011852,                   0,           0.0090471,           0.0090471,           0.0090471
                  79,            0.021778,           0.0095388,                   0,             0.97945,             0.95744,             0.97429,             0.66571,            0.019464,            0.011181,                   0,           0.0090347,           0.0090347,           0.0090347
                  80,            0.025153,            0.010254,                   0,             0.97401,             0.95595,             0.97322,             0.59834,            0.022604,            0.013011,                   0,           0.0090224,           0.0090224,           0.0090224
                  81,              0.0245,           0.0098825,                   0,             0.97248,             0.95566,             0.97136,             0.63429,            0.020654,            0.012091,                   0,             0.00901,             0.00901,             0.00901
                  82,            0.022613,           0.0093245,                   0,             0.96776,             0.95106,             0.95976,             0.61588,            0.021085,            0.011921,                   0,           0.0089976,           0.0089976,           0.0089976
                  83,            0.021703,            0.009446,                   0,              0.9789,             0.94977,             0.97474,             0.66533,            0.019393,            0.011213,                   0,           0.0089853,           0.0089853,           0.0089853
                  84,            0.024086,              0.0102,                   0,             0.98178,               0.949,             0.97116,             0.64205,            0.020035,            0.011886,                   0,           0.0089729,           0.0089729,           0.0089729
                  85,            0.021867,           0.0095623,                   0,             0.97261,             0.96039,             0.96934,             0.66531,            0.019816,            0.011474,                   0,           0.0089605,           0.0089605,           0.0089605
                  86,            0.024293,           0.0095776,                   0,             0.97487,             0.95209,             0.96957,             0.65161,            0.019548,            0.011577,                   0,           0.0089481,           0.0089481,           0.0089481
                  87,            0.022898,           0.0097744,                   0,             0.98508,             0.95904,             0.97732,             0.64778,            0.020776,            0.011695,                   0,           0.0089358,           0.0089358,           0.0089358
                  88,            0.025207,            0.010126,                   0,             0.98491,             0.96059,             0.97591,             0.64824,            0.019505,            0.011663,                   0,           0.0089234,           0.0089234,           0.0089234
                  89,            0.023044,           0.0098012,                   0,             0.97632,              0.9557,             0.97185,             0.61602,            0.021889,            0.012303,                   0,            0.008911,            0.008911,            0.008911
                  90,            0.024107,            0.010008,                   0,             0.98179,             0.95817,              0.9721,             0.63724,            0.020683,            0.011823,                   0,           0.0088986,           0.0088986,           0.0088986
                  91,            0.023306,            0.010273,                   0,             0.98024,             0.95855,             0.97326,             0.66874,            0.019373,            0.011484,                   0,           0.0088863,           0.0088863,           0.0088863
                  92,            0.020925,           0.0099871,                   0,             0.98649,             0.95942,             0.97571,             0.66422,            0.019126,            0.011289,                   0,           0.0088739,           0.0088739,           0.0088739
                  93,             0.02439,           0.0094455,                   0,             0.98698,             0.96368,             0.97492,             0.66755,            0.018857,            0.011122,                   0,           0.0088615,           0.0088615,           0.0088615
                  94,            0.024365,            0.010186,                   0,             0.97832,             0.95363,             0.96997,             0.66448,            0.019389,            0.011722,                   0,           0.0088491,           0.0088491,           0.0088491
                  95,            0.026372,           0.0095556,                   0,             0.97947,             0.95054,             0.96762,             0.65983,            0.019149,            0.011575,                   0,           0.0088368,           0.0088368,           0.0088368
                  96,            0.023183,           0.0097352,                   0,             0.97598,             0.95981,             0.97045,             0.66904,            0.018989,            0.011596,                   0,           0.0088244,           0.0088244,           0.0088244
                  97,            0.024127,           0.0094991,                   0,             0.97374,             0.96059,             0.97412,             0.66512,            0.019379,            0.011667,                   0,            0.008812,            0.008812,            0.008812
                  98,             0.02605,            0.009237,                   0,              0.9787,             0.96136,             0.97768,             0.65874,             0.02014,            0.011872,                   0,           0.0087996,           0.0087996,           0.0087996
                  99,            0.026011,           0.0099243,                   0,             0.98002,             0.95827,             0.97407,             0.66771,            0.019465,            0.011518,                   0,           0.0087872,           0.0087872,           0.0087872
                 100,            0.022541,           0.0092702,                   0,             0.97971,             0.95363,             0.96994,             0.65715,             0.01964,              0.0115,                   0,           0.0087749,           0.0087749,           0.0087749
